model_name,provider,input_price,output_price,model_price,price_unit,currency,description,tags,billing_type,model_multiplier,completion_multiplier,group_multiplier
doubao-seededit-3-0-i2i-250628,Doubao,,,0.05,,¥,"豆包新出的图片编辑模型,效果很不错","绘画, dall-e-3格式",按次计费,,,
doubao-seedream-3-0-t2i-250415,Doubao,,,0.05,,¥,Seedream 3.0 是一款支持原生高分辨率的中英双语图像生成基础模型，综合能力媲美GPT-4o，处于世界第一梯队。响应速度更快；小字生成更准确，文本排版效果增强；指令遵循能力强，美感&结构提升，保真度和细节表现较好。,"绘画, dall-e-3格式",按次计费,,,
doubao-seedream-4-0-250828,Doubao,,,0.12,,¥,Seedream 4.0 是字节跳动推出的多模态图像生成模型，该模型在统一框架内集成了文生图、图像编辑及多图组合生成的能力：支持单次输入最多 10 张图像及进行复合编辑，并能通过对提示词的深度推理，自动适配最优的图像比例尺寸与生成数量，可一次性输出最多 15 张内容关联的图像。此外，模型显著提升了中文生成的准确率与内容多样性，且支持 4K 超高清输出，为专业图像创作提供了从生成到编辑的一站式解决方案。,"绘画, dall-e-3格式",按张计费,,,
doubao-seedream-4-5-251128,Doubao,,,0.12,,¥,,,按次计费,,,
Embedding-V1,Wenxin,0.25,0.25,,/M输出,¥,Embedding-V1是基于百度文心大模型技术的文本表示模型，将文本转化为用数值表示的向量形式，用于文本检索、信息推荐、知识挖掘等场景。,"向量, 文本嵌入",按量计费,,,
ERNIE-3.5-8K,Wenxin,1.857,1.857,,/M输出,¥,ERNIE 3.5是百度自研的旗舰级大规模⼤语⾔模型，覆盖海量中英文语料，具有强大的通用能力，可满足绝大部分对话问答、创作生成、插件应用场景要求；，保障问答信息时效。,对话,按量计费,,,
ERNIE-4.0-8K,Wenxin,16.572,16.572,,/M输出,¥,百度文心系列中效果最强大的⼤语⾔模型，理解、生成、逻辑、记忆能力达到业界顶尖水平。,对话,按量计费,,,
ERNIE-Character-8K,Wenxin,0.486,0.972,,/M输出,¥,,对话,按量计费,,,
ERNIE-Functions-8K,Wenxin,0.486,0.972,,/M输出,¥,,对话,按量计费,,,
ERNIE-Lite-8K,Wenxin,0.414,0.829,,/M输出,¥,,对话,按量计费,,,
ERNIE-Speed-128K,Wenxin,0.486,0.972,,/M输出,¥,百度自研的轻量级大语言模型，兼顾优异的模型效果与推理性能，适合低算力AI加速卡推理使用,对话,按量计费,,,
ERNIE-Speed-8K,Wenxin,0.486,0.972,,/M输出,¥,百度自研的轻量级大语言模型，兼顾优异的模型效果与推理性能，适合低算力AI加速卡推理使用,对话,按量计费,,,
ERNIE-Tiny-8K,Wenxin,0.141,0.141,,/M输出,¥,,对话,按量计费,,,
fal-ai/bytedance/seedream/v4/edit,Fal,,,0.18,,¥,新一代图像创作模型字节跳动，Seedream 4.0将图像生成和图像编辑功能集成到单一统一的架构中。,"绘画, 异步",按张计费,,,
fal-ai/bytedance/seedream/v4/text-to-image,Fal,,,0.18,,¥,新一代图像创作模型字节跳动，Seedream 4.0将图像生成和图像编辑功能集成到单一统一的架构中。,"绘画, 异步",按张计费,,,
fal-ai/flux-1/dev,Fal,,,0.15,,¥,来自Fal.ai的flux绘图模型,"绘画, 异步",按张计费,,,
fal-ai/flux-1/dev/image-to-image,Fal,,,0.15,,¥,FLUX.1 Image-to-Image 是 FLUX.1 [dev] 模型的高性能端点，它能够快速转换现有图像，并通过核心 FLUX 功能提供高质量的风格转换和图像修改。,"绘画, 异步",按张计费,,,
fal-ai/flux-1/dev/redux,Fal,,,0.15,,¥,来自Fal.ai的fal-ai/flux-1/dev/redux,"绘画, 异步",按张计费,,,
fal-ai/flux-1/schnell,Fal,,,0.018,,¥,来自Fal.ai的fal-ai/flux-1/schnell,"绘画, 异步",按次计费,,,
fal-ai/flux-1/schnell/redux,Fal,,,0.018,,¥,来自FaI.ai的fal-ai/flux-1/schnell/redux,"绘画, 异步",按张计费,,,
fal-ai/flux-lora,Fal,,,0.21,,¥,支持 LoRA 的 FLUX.1 [dev] 模型的超快速端点，可使用预先训练的 LoRA 适配功能快速生成高质量的图像，以实现个性化、特定风格、品牌标识和特定产品的输出。,"绘画, 异步",按像素计费,,,
fal-ai/flux-pro/kontext,Fal,,,0.24,,¥,来自FaI.ai的fal-ai/flux-pro/kontext,"绘画, 异步",按张计费,,,
fal-ai/flux-pro/kontext/max,Fal,,,0.48,,¥,来自FaI.ai的fal-ai/flux-pro/kontext/max,"绘画, 异步",按张计费,,,
fal-ai/flux-pro/kontext/max/multi,Fal,,,0.48,,¥,来自FaI.ai的fal-ai/flux-pro/kontext/max/multi,"绘画, 异步",按张计费,,,
fal-ai/flux-pro/kontext/max/text-to-image,Fal,,,0.48,,¥,来自FaI.ai的fal-ai/flux-pro/kontext/max/text-to-image,"绘画, 异步",按次计费,,,
fal-ai/flux-pro/kontext/multi,Fal,,,0.24,,¥,来自FaI.ai的fal-ai/flux-pro/kontext/multi,"绘画, 异步",按次计费,,,
fal-ai/flux-pro/kontext/text-to-image,Fal,,,0.24,,¥,来自FaI.ai的fal-ai/flux-pro/kontext/text-to-image,"绘画, 异步",按张计费,,,
fal-ai/nano-banana,Fal,,,0.234,,¥,Nano Banana是 Google 上最先进的 AI 图像编辑器。 用自然语言理解彻底改变您的照片编辑方式 使用简单的文字提示编辑图像。 Nano Banana AI 像图像版 GPT 一样理解复杂指令 在编辑过程中保持完美的角色细节。 这个模型在保留面部和身份特征方面表现卓越 无缝融合编辑内容与原始背景。 场景融合能力优于 Flux Kontext 一次尝试就能获得完美效果。,"绘画, 异步",按张计费,,,
fal-ai/nano-banana/edit,Fal,,,0.234,,¥,来自FaI.ai的nano-banana图片编辑模型,"绘画, 异步",按张计费,,,
fal-ai/qwen-image,Fal,112.5,112.5,,/M输出,¥,来自fal-ai的qwen-image,"绘画, 异步",按量计费,,,
fal-ai/qwen-image-edit,Fal,112.5,112.5,,/M输出,¥,来自fal-ai的qwen-image-edit,"绘画, 异步",按量计费,,,
fal-ai/recraft/v3/text-to-image,Fal,112.5,112.5,,/M输出,¥,,"异步, 绘画",按量计费,,,
fal-ai/recraft/vectorize,Fal,112.5,112.5,,/M输出,¥,来自fal-ai的recraft/vectorize，图像矢量化模型,"异步, 绘画",按量计费,,,
flux-dev,Flux,,,0.04,,¥,"Flux AI 文生图模型开发版本，用于测试新功能和实验性特性,dalle3格式请求","绘画, dall-e-3格式",按次计费,,,
flux-kontext-apps/multi-image-kontext-max,Replicate,,,0.3,,¥,一个可以组合两个输入图像的实验性 FLUX Kontext Max 模型,"绘画, 异步",按次计费,,,
flux-kontext-apps/multi-image-kontext-pro,Replicate,,,0.15,,¥,使用 FLUX Kontext Pro 的实验模型，可以组合两个输入图像,"绘画, 异步",按次计费,,,
flux-kontext-max,Flux,,,0.24,,¥,Flux AI 文生图模型，效果堪比 Midjourney，碾压 StableDiffusion,"绘画, dall-e-3格式",按次计费,,,
flux-kontext-pro,Flux,,,0.12,,¥,Flux AI 文生图模型，效果堪比 Midjourney，碾压 StableDiffusion,"绘画, dall-e-3格式",按次计费,,,
flux-pro,Flux,,,0.075,,¥,Flux AI 文生图模型，效果堪比 Midjourney，碾压 StableDiffusion；,"绘画, dall-e-3格式",按次计费,,,
flux-pro-1.1-ultra,Flux,,,0.25,,¥,Flux 1.1 Pro Ultra是一款先进的 AI 图像生成器，擅长生成高分辨率输出和快速图像创建。专为数字艺术家、营销人员和创意专业人士设计，这款工具提供了卓越的质量和效率。,"绘画, dall-e-3格式",按次计费,,,
flux-pro-max,Flux,,,0.15,,¥,Flux AI 旗舰版文生图模型，提供最高质量的图像生成效果,"绘画, dall-e-3格式",按次计费,,,
flux-schnell,Flux,,,0.025,,¥,"Flux AI 快速生成模型，生成速度更快但质量略低,dalle3格式请求","绘画, dall-e-3格式",按次计费,,,
flux.1-dev,Flux,,,0.037,,¥,Flux AI 文生图模型，效果堪比 Midjourney，碾压 StableDiffusion,"绘画, dall-e-3格式",按次计费,,,
flux.1-kontext-dev,Flux,,,0.03,,¥,Flux AI 文生图模型，效果堪比 Midjourney，碾压 StableDiffusion,"绘画, dall-e-3格式",按次计费,,,
flux.1-kontext-pro,Flux,,,0.06,,¥,Flux AI 文生图模型，效果堪比 Midjourney，碾压 StableDiffusion,"绘画, dall-e-3格式",按次计费,,,
flux.1.1-pro,Flux,,,0.15,,¥,"Flux AI 文生图模型，效果堪比 Midjourney，碾压 StableDiffusion；生成图片接口,dalle3格式请求","绘画, dall-e-3格式",按次计费,,,
gemini-2.0-flash,Gemini,0.03,0.12,,/M输出,¥,谷歌2.0最新推出模型，该模型在多模态 AI 功能方面优于最先进的 (O1) 模型,"对话, 识图",按量计费,,,
gemini-2.0-flash-001,Gemini,0.045,0.18,,/M输出,¥,谷歌2.0最新推出模型，该模型在多模态 AI 功能方面优于最先进的 (O1) 模型,"对话, 识图",按量计费,,,
gemini-2.0-flash-exp,Gemini,0.05,0.2,,/M输出,¥,谷歌2.0最新推出模型，该模型在多模态 AI 功能方面优于最先进的 (O1) 模型,"对话, 识图",按量计费,,,
gemini-2.0-flash-lite,Gemini,0.022,0.09,,/M输出,¥,gemini-2.0-flash-lite 是gemini 2.0 精简版模型,"对话, 识图",按量计费,,,
gemini-2.0-flash-lite-001,Gemini,0.022,0.09,,/M输出,¥,gemini-2.0-flash-lite 是gemini 2.0 精简版模型,"对话, 识图",按量计费,,,
gemini-2.0-flash-preview-image-generation,Gemini,,,0.012,,¥,Gemini 2.0 Flash模型是 Google 生成式 AI 产品的一部分，它提供了包括图像生成在内的多模态内容生成高级功能。该 API 允许开发者根据文本提示以编程方式创建图像，使其成为将 AI 驱动的图像生成集成到应用程序中的强大工具。,绘画,按次计费,,,
gemini-2.5-flash,Gemini,0.09,0.751,,/M输出,¥,Gemini 2.5 Flash 是由 google-vertex 提供的人工智能模型。,"对话, 识图, 思考, -thinking, -nothinking",按量计费,,,
gemini-2.5-flash-all,Gemini,0.21,1.68,,/M输出,¥,多模态版本的 gemini 模型，支持文件，视频，图片等分析，支持画图，支持实时联网,"联网, 多模态, 对话",按量计费,,,
gemini-2.5-flash-deepsearch,Gemini,,,0.315,,¥,据说是比 openai 和 grok 的都好用的深度搜索模型,"联网, 对话, 思考",按次计费,,,
gemini-2.5-flash-image,Gemini,,,0.045,,¥,我们的标准模型已升级，具备图像生成和对话式多轮编辑功能，专为快速创意工作流程而优化。,绘画,按次计费,,,
gemini-2.5-flash-image-preview,Gemini,,,0.045,,¥,我们的标准模型已升级，具备图像生成和对话式多轮编辑功能，专为快速创意工作流程而优化。,绘画,按次计费,,,
gemini-2.5-flash-lite,Gemini,0.03,0.12,,/M输出,¥,Gemini 2.5 Flash Lite 是由 google-vertex 提供的人工智能模型。,"对话, 识图, 思考, -thinking, -nothinking",按量计费,,,
gemini-2.5-flash-lite-nothinking,Gemini,0.03,0.12,,/M输出,¥,Gemini 2.5 Flash Lite 是由 google-vertex 提供的人工智能模型。,"对话, 识图",按量计费,,,
gemini-2.5-flash-lite-preview-06-17,Gemini,0.03,0.12,,/M输出,¥,Gemini 2.5 Flash Lite Preview 06-17 是由 google-vertex 提供的人工智能模型。,"对话, 识图, 思考, -thinking, -nothinking",按量计费,,,
gemini-2.5-flash-lite-preview-06-17-nothinking,Gemini,0.03,0.12,,/M输出,¥,Gemini 2.5 Flash Lite 是由 google-vertex 提供的人工智能模型。,"对话, 识图",按量计费,,,
gemini-2.5-flash-lite-preview-06-17-thinking,Gemini,0.03,0.12,,/M输出,¥,Gemini 2.5 Flash Lite 是由 google-vertex 提供的人工智能模型。,"对话, 识图, 思考",按量计费,,,
gemini-2.5-flash-lite-preview-09-2025,Gemini,0.03,0.12,,/M输出,¥,Gemini 2.5 Flash-Lite-Preview-09-2025 是 Gemini 模型家族中专注于超低延迟、高并发和最高性价比的一个子模型。它是为那些对延迟和成本有极其严格要求的任务而设计。,"对话, 识图, -thinking, -nothinking, -thinking-*",按量计费,,,
gemini-2.5-flash-lite-thinking,Gemini,0.03,0.12,,/M输出,¥,Gemini 2.5 Flash Lite 是由 google-vertex 提供的人工智能模型。,"对话, 识图, 思考",按量计费,,,
gemini-2.5-flash-nothinking,Gemini,0.09,0.751,,/M输出,¥,,,按量计费,,,
gemini-2.5-flash-preview-09-2025,Gemini,0.09,0.751,,/M输出,¥,Gemini 2.5 Flash 09-2025 是 Google 推出的 Gemini 2.5 Flash 模型的最新公开预览版本，它专注于在保持高效低成本的同时，显著提升模型的智能和应用能力。,"对话, 识图, -thinking, -nothinking, -thinking-*",按量计费,,,
gemini-2.5-flash-preview-09-2025-nothinking,Gemini,0.09,0.751,,/M输出,¥,,,按量计费,,,
gemini-2.5-flash-preview-09-2025-thinking,Gemini,0.09,0.751,,/M输出,¥,,,按量计费,,,
gemini-2.5-flash-preview-09-2025-thinking-*,Gemini,0.09,0.751,,/M输出,¥,,,按量计费,,,
gemini-2.5-flash-thinking,Gemini,0.09,0.751,,/M输出,¥,,,按量计费,,,
gemini-2.5-flash-thinking-*,Gemini,0.09,0.751,,/M输出,¥,,,按量计费,,,
gemini-2.5-pro,Gemini,0.375,3,,/M输出,¥,Gemini 2.5 Pro 是谷歌推出的最新 AI 模型迄今为止最先进的型号，擅长编码和复杂提示。通过“深度思考”，能在回应前进行推理，提升性能和准确性。模型在多个基准测试中表现卓越，在推理和代码生成方面，在 LMArena 排行榜上位居第一。支持文本、图像、音频、视频及代码的多模态输入。,"对话, 识图, 思考, -thinking, -thinking-*",按量计费,,,
gemini-2.5-pro-all,Gemini,1.75,14,,/M输出,¥,gemini-2.5-pro-all 多模态版本的 gemini 模型，支持文件，视频，图片等分析，支持画图，支持实时联网,"联网, 多模态, 对话",按量计费,,,
gemini-2.5-pro-deepsearch,Gemini,,,0.63,,¥,gemini-2.5-pro-deepsearch据说是比 openai 和 grok 的都好用的深度搜索模型,"联网, 对话, 思考",按次计费,,,
gemini-2.5-pro-nothinking,Gemini,0.375,3,,/M输出,¥,,,按量计费,,,
gemini-2.5-pro-thinking,Gemini,0.375,3,,/M输出,¥,,,按量计费,,,
gemini-2.5-pro-thinking-*,Gemini,0.375,3,,/M输出,¥,,,按量计费,,,
gemini-flash-latest,Gemini,0.09,0.751,,/M输出,¥,Gemini Flash Latest 是由 google-vertex 提供的人工智能模型。,"对话, 识图, -thinking, -nothinking, -thinking-*",按量计费,,,
gemini-flash-latest-nothinking,Gemini,0.09,0.751,,/M输出,¥,,,按量计费,,,
gemini-flash-latest-thinking,Gemini,0.09,0.751,,/M输出,¥,,,按量计费,,,
gemini-flash-latest-thinking-*,Gemini,0.09,0.751,,/M输出,¥,,,按量计费,,,
gemini-flash-lite-latest,Gemini,0.03,0.12,,/M输出,¥,官方指向gemini-2.5-flash-lite-preview-09-2025,"对话, 识图, -thinking, -nothinking, -thinking-*",按量计费,,,
gemini-flash-lite-latest-nothinking,Gemini,0.03,0.12,,/M输出,¥,,,按量计费,,,
gemini-flash-lite-latest-thinking,Gemini,0.03,0.12,,/M输出,¥,,,按量计费,,,
gemini-flash-lite-latest-thinking-*,Gemini,0.03,0.12,,/M输出,¥,,,按量计费,,,
gemini-pro-latest,Gemini,0.375,3,,/M输出,¥,Gemini Pro 是 Google AI 的最新模型，在 2025 年 9 月 26 日 发布了最新指南。它被称为最先进的模型，具备强大的推理和编码能力，适用于复杂任务。,"对话, 识图, -thinking, -nothinking, -thinking-*",按量计费,,,
gemini-pro-latest-thinking,Gemini,0.375,3,,/M输出,¥,,,按量计费,,,
gemini-pro-latest-thinking-*,Gemini,0.375,3,,/M输出,¥,,,按量计费,,,
gemma-2b-it,Gemini,1,1,,/M输出,¥,"gemma 是由 Google 推出的一系列轻量级先进的开源模型，基于 Google Gemini 模型的研究和技术而构建。它们是一系列text generation，decoder-only的大型语言模型,对英文的支持较好，具有模型权重开源。",对话,按量计费,,,
gemma-7b-it,Gemini,1,1,,/M输出,¥,"gemma 是由 Google 推出的一系列轻量级先进的开源模型，基于 Google Gemini 模型的研究和技术而构建。它们是一系列text generation，decoder-only的大型语言模型,对英文的支持较好，具有模型权重开源。",对话,按量计费,,,
glm-3-turbo,ChatGLM,0.75,0.75,,/M输出,¥,智谱AI通用大模型，适用于对知识量、推理能力、创造力要求较高的场景，比如广告文案、小说写作、知识类写作、代码生成等,对话,按量计费,,,
glm-4,ChatGLM,0.09,0.36,,/M输出,¥,"智谱AI通用大模型，提供了更强大的问答和文本生成能力。适合于复杂的对话交互和深度内容创作设计的场景.
旧版旗舰：发布于2024年1月16日，目前已被GLM-4-0520取代",对话,按量计费,,,
glm-4-air,ChatGLM,0.15,0.15,,/M输出,¥,高性价比：推理能力和价格之间最平衡的模型，上下文128K，最大输出4K,对话,按量计费,,,
glm-4-airx,ChatGLM,0.09,0.36,,/M输出,¥,极速推理：具有超快的推理速度和强大的推理效果，上下文8K，最大输出4K,对话,按量计费,,,
glm-4-flash,ChatGLM,0.09,0.36,,/M输出,¥,"免费调用：智谱AI首个免费API，零成本调用大模型。	上下文128K，最大输出4K",对话,按量计费,,,
glm-4-long,ChatGLM,0.09,0.36,,/M输出,¥,超长输入：专为处理超长文本和记忆型任务设计，上下文1M，最大输出4K,对话,按量计费,,,
glm-4.5,ChatGLM,0.48,1.92,,/M输出,¥,GLM-4.5 和 GLM-4.5-Air 是最新的旗舰模型系列，专为智能体应用打造的基础模型。GLM-4.5 和 GLM-4.5-Air 均使用了混合专家（Mixture-of-Experts）架构。GLM-4.5 总参数达 3550 亿，激活参数为 320 亿； GLM-4.5-Air 采用更精简的设计，总参数为 1060 亿，激活参数为 120 亿。,"对话, 思考, 工具",按量计费,,,
glm-4.5-air,ChatGLM,0.3,1.2,,/M输出,¥,GLM-4.5 和 GLM-4.5-Air 是最新的旗舰模型系列，专为智能体应用打造的基础模型。GLM-4.5 和 GLM-4.5-Air 均使用了混合专家（Mixture-of-Experts）架构。GLM-4.5 总参数达 3550 亿，激活参数为 320 亿； GLM-4.5-Air 采用更精简的设计，总参数为 1060 亿，激活参数为 120 亿。,"对话, 思考",按量计费,,,
glm-4.5-airx,ChatGLM,2,8,,/M输出,¥,GLM-4.5 和 GLM-4.5-Air 是最新的旗舰模型系列，专为智能体应用打造的基础模型。GLM-4.5 和 GLM-4.5-Air 均使用了混合专家（Mixture-of-Experts）架构。GLM-4.5 总参数达 3550 亿，激活参数为 320 亿； GLM-4.5-Air 采用更精简的设计，总参数为 1060 亿，激活参数为 120 亿。,"对话, 思考",按量计费,,,
glm-4.5-flash,ChatGLM,0.01,0.04,,/M输出,¥,GLM-4.5 和 GLM-4.5-Air 是最新的旗舰模型系列，专为智能体应用打造的基础模型。GLM-4.5 和 GLM-4.5-Air 均使用了混合专家（Mixture-of-Experts）架构。GLM-4.5 总参数达 3550 亿，激活参数为 320 亿； GLM-4.5-Air 采用更精简的设计，总参数为 1060 亿，激活参数为 120 亿。,"对话, 思考",按量计费,,,
glm-4.5-x,ChatGLM,0.8,3.2,,/M输出,¥,GLM-4.5 和 GLM-4.5-Air 是最新的旗舰模型系列，专为智能体应用打造的基础模型。GLM-4.5 和 GLM-4.5-Air 均使用了混合专家（Mixture-of-Experts）架构。GLM-4.5 总参数达 3550 亿，激活参数为 320 亿； GLM-4.5-Air 采用更精简的设计，总参数为 1060 亿，激活参数为 120 亿。,"对话, 思考",按量计费,,,
glm-4.6,ChatGLM,0.48,1.92,,/M输出,¥,GLM-4.6 是由 zhipuai-coding-plan 提供的人工智能模型。,对话,按量计费,,,
glm-4.6-thinking,ChatGLM,0.48,1.92,,/M输出,¥,GLM-4.6 是智谱最新的旗舰模型，其总参数量 355B，激活参数 32B。GLM-4.6 所有核心能力上均完成了对 GLM-4.5 的超越，在公开基准与真实编程任务中，GLM-4.6 的代码能力对齐 Claude Sonnet 4，是国内已知的最好的 Coding 模型。,"对话, 思考",按量计费,,,
google/imagen-4,Replicate,,,0.15,,¥,谷歌的 Image 4 画图旗舰机型,"绘画, 异步",按次计费,,,
google/imagen-4-fast,Replicate,,,0.075,,¥,当速度和成本比质量更重要时，请使用这个快速版本的 Imagen 4,"绘画, 异步",按次计费,,,
google/imagen-4-ultra,Replicate,,,0.225,,¥,当质量比速度和成本更重要时，请使用此 Imagen 4 的 ultra 版本,"绘画, 异步",按次计费,,,
gpt-4,OpenAI,9,18,,/M输出,¥,纯官方GPT4系列，系列模型支持function_call,对话,按量计费,,,
gpt-4-0125-preview,OpenAI,3,6,,/M输出,¥,<div>最新gpt-4-0125-preview，gpt-4-1106-preview 的升级版，更强的代码生成能力，减少模型「懒惰」现象，修复非英语 UTF-8 生成的问题</div>,"对话, 弃用",按量计费,,,
gpt-4-0613,OpenAI,9,18,,/M输出,¥,纯官方GPT4系列，0613系列模型支持function_call,对话,按量计费,,,
gpt-4-1106-preview,OpenAI,3,6,,/M输出,¥,<div>最新gpt-4-1106-preview，也就是gpt-4-turbo，比gpt-4便宜67%，支持128k上下文，支持tools，知识截止日期2023年4月</div>,"对话, 弃用",按量计费,,,
gpt-4-32k,OpenAI,18,36,,/M输出,¥,纯官方GPT4 32K系列,对话,按量计费,,,
gpt-4-32k-0613,OpenAI,18,36,,/M输出,¥,"OpenAI GPT-4的32K上下文窗口版本,2023年6月13日更新",对话,按量计费,,,
gpt-4-32K-0613,OpenAI,112.5,225,,/M输出,¥,,,按量计费,,,
gpt-4-all,OpenAI,12,24,,/M输出,¥,"<div>GPT All模型, 集合官方GPT-4、联网、读图、绘图功能、code interpreter一体，文件链接可放 prompt 任意位置<br />
			  （模型名称：gpt-4-all）</div>","多模态, 联网, 对话",按量计费,,,
gpt-4-gizmo-*,OpenAI,15,75,,/M输出,¥,"<div>可调用官网全部GPTs<br />
			  需要获取gpts的id，model: gpt-4-gizmo-(gizmo_id)<br />
			  gizmo_id 获取方式：
			  gizmo_id创建 gpts 之后，分享链接中能看到 g-xxxx，例如：gpt-4-gizmo-g-123456<br />
			  也可前往<a href=""https://www.glbai.com/"">GPTs商店</a> 搜索您想要的Gpts，复制gizmo_id<br />
			  （模型名称：gpt-4-gizmo-g-bo0FiWLY7）</div>","对话, GPTS",按量计费,,,
gpt-4-turbo,OpenAI,3,9,,/M输出,¥,<div>GPT-4 Turbo with Vision 是最新一代的型号。它功能更强大，更新了 2023 年 4 月的知识截止时间，并引入了 128k 上下文窗口，接受文本或图像输入并输出文本，它可以比我们以前的任何模型更准确地解决难题，1106系列以上模型支持tool_calls和function_call</div>,对话,按量计费,,,
gpt-4-turbo-2024-04-09,OpenAI,3,9,,/M输出,¥,<div>GPT-4 Turbo with Vision 是最新一代的型号。它功能更强大，更新了 2023 年 4 月的知识截止时间，并引入了 128k 上下文窗口，接受文本或图像输入并输出文本，它可以比我们以前的任何模型更准确地解决难题</div>,对话,按量计费,,,
gpt-4-turbo-preview,OpenAI,3,9,,/M输出,¥,<div>gpt-4-turbo-preview 升级版，更强的代码生成能力，减少模型「懒惰」现象，修复非英语 UTF-8 生成的问题</div>,对话,按量计费,,,
gpt-4-vision-preview,OpenAI,3,6,,/M输出,¥,<div>vision preview 需要根据官方文档修改代码</div>,"识图, 弃用",按量计费,,,
gpt-4.1,OpenAI,0.6,2.4,,/M输出,¥,GPT-4.1 是由 openai 提供的人工智能模型。,"工具, 对话, 识图",按量计费,,,
gpt-4.1-2025-04-14,OpenAI,0.6,2.4,,/M输出,¥,GPT-4.1-2025-04-14：OpenAI旗舰模型，编程能力强，百万token上下文窗口,"对话, 识图",按量计费,,,
gpt-4.1-mini,OpenAI,0.12,0.48,,/M输出,¥,GPT-4.1 mini 是由 openai 提供的人工智能模型。,"工具, 对话, 识图",按量计费,,,
gpt-4.1-mini-2025-04-14,OpenAI,0.12,0.48,,/M输出,¥,GPT-4.1-mini-2025-04-14：性价比高，中等规模，价格较旗舰版便宜,"对话, 识图",按量计费,,,
gpt-4.1-nano,OpenAI,0.03,0.12,,/M输出,¥,GPT-4.1 nano 是由 openai 提供的人工智能模型。,"工具, 对话, 识图",按量计费,,,
gpt-4.1-nano-2025-04-14,OpenAI,0.03,0.12,,/M输出,¥,GPT-4.1-nano-2025-04-14：OpenAI最小最快最便宜模型，适合轻量任务,"对话, 识图",按量计费,,,
gpt-4.5-preview,OpenAI,22.5,45,,/M输出,¥,openai最新模型，gpt-4.5,"对话, 识图",按量计费,,,
gpt-4.5-preview-2025-02-27,OpenAI,22.5,45,,/M输出,¥,openai最新模型，gpt-4.5,"对话, 识图",按量计费,,,
gpt-4o,OpenAI,0.75,3,,/M输出,¥,GPT-4o 是由 openai 提供的人工智能模型。,"对话, 识图",按量计费,,,
gpt-4o-2024-05-13,OpenAI,1.5,4.5,,/M输出,¥,<div>GPT-4o 是 OpenAI 最先进的多模式模型，比 GPT-4 Turbo 更快、更便宜，具有更强的视觉功能。该模型具有 128K 上下文和 2023 年 10 月的知识截止点。1106系列以上模型支持tool_calls和function_call</div>,"对话, 识图",按量计费,,,
